WORD,WORD_LOWER,WORD_CLASS,EMO_MEAN,EMO_STD,AROUSAL_MEAN,AROUSAL_STD,IMAGE_MEAN,IMAGE_STD,LETTERS,PHONEMES,SYLLABLES,Ftot/1MIL,N,FN,HFN,FHFN,BIGmean(TOKEN),ACCENT
LIEB,lieb,A,2.2,0.63,2.166666667,1.098126747,4.56,1.33,4,3,1,130.6666667,4,444,1,289,173250,1
LIEBE,liebe,N,2.9,0.30779351,3.631578947,1.605910137,3.72727273,2.14213552,5,4,2,113.5,1,1.33,0,0,221407.5,1
LIEBELEI,liebelei,N,0.9,0.875595036,3.904761905,0.995226703,3.333333333,1.732050808,8,6,3,1.666666667,0,0,0,0,260686.5714,3
LIEBEN,lieben,V,2.705882353,0.523936832,3.666666667,1.283377896,5.038461538,1.660861686,6,5,2,97,3,899.33,2,855.83,383969.2,1
LIEBLOS,lieblos,A,-2.3,0.82,3.277777778,0.894792487,3.67,1.58,7,6,2,2,0,0,0,0,97417.5,1
LIEBREIZ,liebreiz,N,1.7,0.823272602,3.058823529,1.144038255,4,1.5,8,6,2,2,0,0,0,0,202118.5714,1
LIED,lied,N,1.6,0.843274043,1.944444444,0.872604096,4.111111111,1.452966315,4,3,1,48.16666667,3,132.17,1,130.67,171285.3333,1
LIEFERN,liefern,V,0.6,0.52,2.107142857,0.916486274,3.33,1.5,7,6,2,97.66666667,1,1,0,0,348827.6667,1
LIEGE,liege,N,1.3,0.948683298,1.526315789,0.841191024,6.444444444,0.881917104,5,4,2,1.333333333,4,127.67,3,127,211441.25,1
LIEGEN,liegen,V,0.823529412,0.968303366,2.238095238,1.338086765,5.615384615,1.551178212,6,5,2,727,4,167.5,0,0,375996.2,1
LIFT,lift,N,0.4,0.699205899,2.555555556,0.921777198,5.888888889,1.166666667,4,4,1,6,3,128.83,3,128.83,74518.33333,1
LILIE,lilie,N,1,0.666666667,1.611111111,0.849836586,6.222222222,0.833333333,5,5,3,1,1,109.83,1,109.83,170596.25,1
LIMIT,limit,N,-0.7,0.97872097,3.142857143,1.152636729,2.45454545,1.29935049,5,5,2,1.166666667,0,0,0,0,127786.75,1
LIMONADE,limonade,N,1.4,0.699205899,1.666666667,0.685994341,6.333333333,1.322875656,8,8,4,1.666666667,0,0,0,0,197912.2857,3
LINDE,linde,N,1.35,1.22581874,1.444444444,0.615698763,5,1.8516402,5,5,2,18.33333333,9,214.83,2,199.67,499680.5,1
LINDERN,lindern,V,1.3,1.06,1.714285714,0.658682347,2.67,1.32,7,7,2,2.833333333,3,219,2,171,589527.5,1
LINEAL,lineal,N,0.3,0.483045892,2.052631579,0.970319776,6.444444444,1.130388331,6,6,3,0.833333333,1,8,1,8,217779.4,3
LINIE,linie,N,0.1,0.316227766,1.842105263,0.958190302,5.888888889,0.927960727,5,5,3,109.8333333,5,113.33,0,0,286067,1
LINSE,linse,N,0.5,0.88852332,1.944444444,0.872604096,4.68181818,2.03274067,5,5,2,2.166666667,4,218.5,3,218,287092.25,1
LIPPE,lippe,N,1.55,0.94451324,2.333333333,0.9701425,6.04545455,0.95005126,5,4,2,35.33333333,5,9.83,0,0,49623.25,1
LIQUIDE,liquide,A,1,0.67,1.894736842,1.048530021,1.89,0.93,7,7,3,1,0,0,0,0,189510,2
LIST,list,N,-0.5,1.354006401,3.277777778,0.826442095,2.333333333,1.322875656,4,4,1,11.16666667,5,73.83,2,64.83,180511.3333,1
LISTE,liste,N,-0.35,0.67082039,2.4,1.095445115,3.95454545,1.73142586,5,5,2,27.5,3,28.67,0,0,202694.25,1
LISTIG,listig,A,-0.4,1.07,3.210526316,0.787326515,3.44,1.33,6,6,2,3,3,197,2,143,152874.2,1
LITANEI,litanei,N,-0.5,0.849836586,2.5,0.816496581,2.666666667,1.58113883,7,6,3,2.333333333,0,0,0,0,249640.1667,3
LITER,liter,N,0.5,0.88852332,1.888888889,0.832352364,3.72727273,1.63828651,5,5,2,32.16666667,1,0,0,0,534477.5,1
LITERATUR,literatur,N,1.852941176,1.076817785,3.047619048,1.07126983,4.846153846,1.347362095,9,9,4,52.66666667,0,0,0,0,304002.375,4
LIZENZ,lizenz,N,0.2,1.032795559,2.842105263,1.118687619,3.333333333,1.658312395,6,6,2,4.833333333,0,0,0,0,262554.6,2
LOB,lob,N,2,1.247219129,2.666666667,1.188177052,4.222222222,1.201850425,3,3,1,14.5,6,124.67,2,105.5,17180.5,1
LOBBY,lobby,N,0.2,0.918936583,2.526315789,0.904827857,2.888888889,2.02758751,5,4,2,0.666666667,1,6.83,1,6.83,8880.25,1
LOBEN,loben,V,1.8,0.63,2.25,1.069923755,3.78,1.72,5,5,2,20.66666667,7,5321,4,3533,358614.25,1
LOBLIED,loblied,N,2,0.666666667,2.235294118,1.032558217,3.777777778,1.201850425,7,6,2,1.666666667,0,0,0,0,95711.66667,1
LOCH,loch,N,-0.9,0.737864787,2.428571429,0.978336781,6.111111111,1.054092553,4,3,1,31.33333333,6,5236.33,3,5207.5,276254,1
LOCHER,locher,N,-0.14,0.71,1.82,1.01,5.64,1.43,6,5,2,0,3,0.17,1,0.17,507908.6,1
LOCKEN,locken,V,0,0.94,2.888888889,0.90025414,3.56,1.01,6,5,2,9,10,115,2,78,237389.6,1
LODERN,lodern,V,-0.3,1.16,3.111111111,1.022619985,4.67,1.32,6,6,2,2.666666667,5,1421,3,1337,503071.6,1
LÖFFEL,löffel,N,0.59,0.96,2.14,1.25,6.14,1.28,6,5,2,6.17,1,0,0,0,79536.33333,1
LOGIK,logik,N,1.15,1.03998988,2.35,1.136708082,2.59090909,1.70877542,5,5,2,9.666666667,0,0,0,0,17289.25,1
LOGISCH,logisch,A,1.2,0.92,1.789473684,1.228320776,2,1,7,5,2,16.83333333,0,0,0,0,198687.1667,1
LOHN,lohn,N,1.5,0.707106781,2.722222222,1.074055292,4.555555556,1.236033081,4,3,1,49.5,4,140.67,1,137.33,24150,1
LORBEER,lorbeer,N,1.4,0.699205899,2.111111111,1.131832917,6.222222222,0.971825316,7,6,2,3.333333333,0,0,0,0,336551.5,1
LÖSEN,lösen,V,1.058823529,0.919195184,2.631578947,1.256561725,2.576923077,1.579191614,5,5,2,145.8333333,4,172.33,1,157.33,678203,1
LOSSAGEN,lossagen,V,-0.3,0.95,2.157894737,1.25888654,2.22,1.2,8,8,3,1.5,0,0,0,0,225372.4286,1
LOSUNG,losung,N,0,0.471404521,2.764705882,1.032558217,2.555555556,1.666666667,6,5,2,15.66666667,2,178.17,1,169.33,126914.2,1
LÖSUNG,lösung,N,1.529411765,0.895622151,2.388888889,1.144752164,2.730769231,1.401647382,6,5,2,169.3333333,3,24.5,0,0,198623,1
LOTSE,lotse,N,0.65,0.74515982,2.238095238,1.04425868,4.22727273,1.77097816,5,4,2,3.666666667,0,0,0,0,103894.25,1
LOTTERIE,lotterie,N,0.4,0.843274043,3.222222222,1.060274967,4.111111111,1.691481928,8,6,3,0.833333333,1,0,0,0,316795.2857,3
LOTTO,lotto,N,0.25,1.68194749,2.473684211,1.172292202,4.22727273,1.87545088,5,4,2,4.833333333,1,13.17,1,13.17,24663.75,1
LOTUS,lotus,N,1.45,1.05006265,1.888888889,1.182663439,3.40909091,2.19651436,5,5,2,1.5,2,0,0,0,42285.5,1
LÖWE,löwe,N,0.36,1.81,4.05,1.17,6.32,1.04,4,4,2,41.83,1,7.17,0,0,190767,1
LOYAL,loyal,A,2.1,0.88,2.105263158,0.737468406,1.89,0.6,5,6,2,6,3,188,2,102,44364.25,3
LUDER,luder,N,-1.1,1.37266548,3.75,0.550119604,4.18181818,1.89325529,5,5,2,0.666666667,4,21.17,4,21.17,614200,1
LUFT,luft,N,2.2,0.788810638,2.222222222,0.646761667,3.777777778,1.787300882,4,4,1,108,3,46.17,0,0,51320.66667,1
LUFTLOCH,luftloch,N,-0.6,1.173787791,3.047619048,1.321975434,3,1.936491673,8,7,2,0.5,0,0,0,0,144499.5714,1
LUFTRAUM,luftraum,N,0.6,0.843274043,2.105263158,1.149624907,4.333333333,1.5,8,7,2,2.5,0,0,0,0,85506.71429,1
LUG,lug,N,-2,0.816496581,2.421052632,1.346426937,2.222222222,1.481365736,3,3,1,1.166666667,5,129.83,4,129.83,23828,1
LÜGE,lüge,N,-2.117647059,0.728830773,4.055555556,0.725357699,2.384615385,1.202561369,4,4,2,32,3,301.5,1,296.33,311674,1
LUKRATIV,lukrativ,A,1.7,0.67,2.5,0.857492926,2.44,1.33,8,8,3,3.166666667,0,0,0,0,52530.28571,3
LUMP,lump,N,-1.4,0.699205899,2.888888889,0.963381843,4.111111111,1.833333333,4,4,1,1.833333333,1,3.67,1,3.67,29291.33333,1
LUNGE,lunge,N,0.3,0.948683298,2.777777778,0.942809042,6.111111111,1.054092553,5,4,2,6.833333333,6,267,4,266.67,229680.5,1
LUPE,lupe,N,0,0,2.294117647,1.159994929,6.555555556,0.527046277,4,4,2,5.5,2,4,0,0,18435,1
LUST,lust,N,2.1,0.875595036,3.666666667,1.028991511,4.222222222,1.6414763,4,4,1,30.33333333,5,156.67,2,142.5,112896.3333,1
LUSTLOS,lustlos,A,-1.5,1.08,2.277777778,1.178511302,3.56,1.59,7,7,2,3.666666667,0,0,0,0,67694,1
LUTSCHEN,lutschen,V,0.6,0.97,2.392857143,1.227441957,5.33,1.8,8,6,2,1.166666667,4,106,2,101,341543.4286,1
LUTSCHER,lutscher,N,1.14,1.39,2.59,1.4,6.05,1.13,8,6,2,0,1,1.17,1,1.17,406306.7143,1
LUXUS,luxus,N,1.7,0.674948558,2.941176471,0.899346168,5.111111111,1.054092553,5,6,2,5.333333333,0,0,0,0,29634.75,1
LYNCHEN,lynchen,V,-2.6,0.7,4.210526316,0.787326515,5.56,1.13,7,6,2,0.5,1,1,1,1,338150.6667,1
LYRIK,lyrik,N,0.7,0.674948558,3.157894737,1.014514547,3.555555556,1.333333333,5,5,2,18.5,0,0,0,0,30478.5,1
MACHEN,machen,V,0.735294118,1.081772494,2.526315789,1.073334423,2.923076923,1.197433152,6,5,2,1348.166667,5,128.83,0,0,433239.6,1
MACHER,macher,N,1.1,1.286683938,2.95,0.944513241,2.555555556,1.236033081,6,5,2,0.833333333,2,1348.17,1,1348.17,523908.2,1
MACHT,macht,N,0.1,1.370320319,4.15,0.87509398,3.444444444,1.509230856,5,4,1,173.5,7,174.17,0,0,256122.5,1
MACHTLOS,machtlos,A,-2,0.82,3,1.490711985,2.56,1.24,8,7,2,1.833333333,0,0,0,0,155995,1
MÄDCHEN,mädchen,N,1.323529412,1.319333813,2.666666667,1.084652289,6.769230769,0.5144078,7,6,2,225.6666667,2,12.67,0,0,506235.5,1
MADEIRA,madeira,N,1.4,1.173787791,2.611111111,0.916443823,4.111111111,1.900292375,7,6,3,1.333333333,0,0,0,0,303031,2
MADONNA,madonna,N,1,1.333333333,2.555555556,0.921777198,5.555555556,1.013793755,7,6,3,6.666666667,0,0,0,0,73322,2
MAFIA,mafia,N,-1.8,1.135292424,4.157894737,0.834210065,4.555555556,1.509230856,5,5,3,0.833333333,0,0,0,0,35533,1
MAGAZIN,magazin,N,0.5,0.707106781,2.352941176,0.931475742,5.222222222,1.301708279,7,7,3,8.833333333,0,0,0,0,131233.8333,3
MAGD,magd,N,-0.3,0.483045892,2.777777778,1.215369978,5.444444444,1.333333333,4,4,1,4.333333333,1,16.5,1,16.5,49885.66667,1
MAGEN,magen,N,0.5,0.707106781,2.428571429,0.870139562,5.777777778,1.092906421,5,5,2,12.83333333,12,2867.83,7,2850.17,373839,1
MAGER,mager,A,-1.2,0.42,3.25,1.019545823,5.56,1.42,5,5,2,14.16666667,8,1060,5,432,487174.75,1
MAGIE,magie,N,0.75,1.61815359,3.210526316,1.182227059,4.18181818,1.91824234,5,4,2,3,1,0.83,0,0,114380.25,2
MAGIER,magier,N,1,1.054092553,3.421052632,1.017392608,5.888888889,0.927960727,6,6,3,0.5,1,6.5,1,6.5,389016,1
MAGISCH,magisch,A,1.2,1.03,2.789473684,1.315672509,2.78,1.3,7,5,2,11.83333333,0,0,0,0,218996,1
MAGMA,magma,N,0,0.942809042,3.052631579,1.311220136,5.666666667,2,5,5,2,1.333333333,0,0,0,0,57285.25,1
MAGNET,magnet,N,0.6,0.699205899,2.210526316,0.976328005,6.222222222,0.833333333,6,6,2,3.833333333,1,1.17,0,0,84175.4,2
MAHL,mahl,N,1.1,0.875595036,2.055555556,0.937595311,5.666666667,1,4,3,1,2.5,7,383.67,5,381.5,61752.33333,1
MAHLZEIT,mahlzeit,N,1.4,1.0749677,2.111111111,0.963381843,5.666666667,1,8,6,2,10.83333333,0,0,0,0,156718.8571,1
MAHNEN,mahnen,V,-1.3,0.48,3.055555556,1.055641551,3.44,1.59,6,5,2,10.66666667,5,45,1,32,276768.6,1
MAHNMAL,mahnmal,N,-1,0.942809042,3.523809524,1.123345344,4.666666667,1.322875656,7,6,2,2.833333333,0,0,0,0,69097.83333,1
MAHNUNG,mahnung,N,-1.4,0.843274043,3.944444444,0.802365783,4.333333333,1.5,7,5,2,8.333333333,0,0,0,0,131609,1
MAI,mai,N,1.7,1.059349905,2.368421053,1.460993814,3.333333333,1.936491673,3,2,1,344.1666667,4,3337.17,2,3203,41845,1
MAIBAUM,maibaum,N,0.8,1.032795559,2.142857143,1.195228609,6.333333333,0.707106781,7,5,2,0.666666667,0,0,0,0,66401.33333,1
MAIS,mais,N,0.9,0.875595036,2.210526316,1.397575177,6.555555556,0.726483157,4,3,1,9.166666667,2,18.83,2,18.83,78617.66667,1
MAKABER,makaber,A,-1.1,0.88,2.947368421,1.078769062,2.78,1.72,7,7,3,3.333333333,0,0,0,0,349136.6667,2
MAKEL,makel,N,-1.5,0.707106781,2.75,1,3.111111111,1.364225462,5,5,2,2,1,0,0,0,75260.5,1
MAKELLOS,makellos,A,1.5,0.97,2.833333333,0.923548145,2.78,1.48,8,8,3,1.666666667,0,0,0,0,66319.57143,1
MAKLER,makler,N,-0.4,0.516397779,2.176470588,1.014599312,4.222222222,1.092906421,6,6,2,5.666666667,1,0,0,0,354849.2,1
MALARIA,malaria,N,-2.1,0.737864787,4,1.028991511,3.111111111,1.763834207,7,7,4,2.833333333,0,0,0,0,87821.16667,2
MALER,maler,N,1.4,0.99472292,2.111111111,1.231397527,5.13636364,1.24577207,5,5,2,32.5,5,90.67,1,53.33,473425.5,1
MALEREI,malerei,N,1,0.666666667,2.055555556,0.998364676,5.555555556,1.424000624,7,6,3,14.5,1,0,0,0,459149.5,3
MAMA,mama,N,2.3,1.059349905,2.388888889,1.500544563,6.666666667,0.707106781,4,4,2,81.33333333,2,3.5,0,0,68963.33333,2
MANAGER,manager,N,0.7,0.823272602,2.842105263,1.118687619,4.111111111,1.054092553,7,7,3,12.83333333,1,0,0,0,376821.5,1
MANEGE,manege,N,0.6,0.843274043,2.428571429,0.870139562,5.777777778,1.092906421,6,6,3,1.5,0,0,0,0,176563.4,2
MANGEL,mangel,N,-1.9,0.567646212,3.0625,0.997914492,2.777777778,1.481365736,6,5,2,56.33333333,2,28.33,0,0,192308.2,1
MANGO,mango,N,1.71,1.62,2.43,1.29,5.62,1.47,5,5,2,0,2,2.33,2,2.33,127447,1
MANIE,manie,N,-1.25,0.96654567,3.777777778,0.878203752,2.04545455,1.0900971,5,4,2,0.833333333,1,3,1,3,179769.25,2
MANKO,manko,N,-1.05,1.09904265,2.777777778,1.114374293,1.90909091,1.54022543,5,5,2,1.166666667,1,0,0,0,97490.5,1
MANN,mann,N,1.2,1.032795559,2.388888889,0.777544316,6.555555556,0.726483157,4,3,1,740.1666667,4,1866.5,1,1787.17,140244.6667,1
MANNSCHAFT,mannschaft,N,0.382352941,1.371013911,2.523809524,0.872871561,5.461538462,1.502817866,10,7,2,112.1666667,0,0,0,0,191421.8889,1
MANTEL,mantel,N,1.05,1.21,1.91,0.87,5.77,1.51,6,6,2,26.17,4,59.17,1,56.33,167900.8,1
MANUELL,manuell,A,0,0.67,2.111111111,0.832352364,2.89,1.27,7,6,3,2.666666667,0,0,0,0,108247,3
MAPPE,mappe,N,0.3,0.65694669,2.111111111,1.231397527,4.5,2.06443812,5,4,2,6.166666667,3,10.5,0,0,28755.75,1
MARKANT,markant,A,0.8,0.63,3.105263158,1.370106924,3,1.32,7,7,2,2.833333333,0,0,0,0,98981.16667,2
MARKE,marke,N,0.05,0.94451324,2.222222222,0.942809042,3.09090909,1.54022543,5,5,2,7.5,6,112.83,1,103.17,70657.25,1
MARKT,markt,N,0.8,0.788810638,2.380952381,1.023532631,6.222222222,0.666666667,5,5,1,103.1666667,1,7.5,0,0,61201.5,1
MAROTTE,marotte,N,-0.7,0.823272602,2.571428571,1.075705748,2.444444444,1.666666667,7,6,3,0.5,2,0.33,0,0,92181.33333,2
MARTER,marter,N,-2.1,0.91190951,3.444444444,1.293523334,2.54545455,1.62502081,6,6,2,0.5,1,0,0,0,401521.6,1
MARTERN,martern,V,-2.2,0.79,3.785714286,1.100745298,4.44,1.59,7,7,2,0.833333333,0,0,0,0,343082,1
MARXIST,marxist,N,-0.9,0.875595036,2.473684211,1.020262551,2.333333333,1.870828693,7,8,2,5.166666667,0,0,0,0,92058.16667,2
MASCHE,masche,N,-0.85,0.87509398,2.095238095,1.179184545,3.27272727,1.60895761,6,4,2,1.333333333,1,36,1,36,270117.6,1
MASKE,maske,N,-0.1,1.29370948,3.444444444,0.704792186,4.59090909,1.79042668,5,5,2,6.666666667,4,75.5,2,75.5,50781.75,1
MASSAGE,massage,N,2.2,0.632455532,1.5625,0.81394103,5.444444444,1.236033081,7,6,3,4.833333333,1,8.83,1,8.83,105931.6667,2
MASSAKER,massaker,N,-2.8,0.421637021,4.611111111,0.697802339,5.666666667,0.707106781,8,7,3,3.166666667,0,0,0,0,259994,2
MASSE,masse,N,-0.8,0.95145318,2.210526316,1.182227059,2.86363636,1.58250719,5,4,2,68,7,122.67,0,0,131994.5,1
MASSIV,massiv,A,-0.1,0.57,3.15,1.089422831,3.78,1.2,6,5,2,18.5,1,67,1,67,74814,2
MAßNAHME,maßnahme,N,-0.529411765,1.051270346,2.421052632,1.070606758,1.961538462,1.399450442,8,7,3,154.8333333,0,0,0,0,57505.71429,1
MATRATZE,matratze,N,1.2,1.032795559,2.388888889,1.036900863,6.222222222,1.201850425,8,7,3,2.833333333,0,0,0,0,74175.42857,2
MATT,matt,A,-1.1,0.88,1.578947368,1.169795304,3.78,1.2,4,3,1,14.5,7,137,3,70,63165.33333,1
MATTE,matte,N,0.15,0.8127277,1.722222222,1.178511302,4.54545455,1.81861467,5,4,2,3.166666667,8,149.5,3,145.33,114684.75,1
MAUER,mauer,N,-0.5,0.88852332,2.777777778,1.003262651,5.63636364,1.465328,5,4,2,53.33333333,7,266,1,153.17,453742.5,1
MAUL,maul,N,-1.1,0.994428926,2.944444444,0.872604096,6,1,4,3,1,6.5,4,24.67,2,17.17,106453,1
MAULEN,maulen,V,-1.4,0.52,3.157894737,1.118687619,4.11,1.62,6,5,2,1,4,30,3,17,304340.6,1
MAULKORB,maulkorb,N,-1.5,0.707106781,3.5,1.032795559,6.666666667,0.5,8,7,2,1.166666667,0,0,0,0,72982,1
MAUS,maus,N,0,2.05,3.27,1.2,6,1.07,4,3,1,9.5,8,380.17,2,352.83,131626.3333,1
MAUSGRAU,mausgrau,A,-1.4,0.97,1.736842105,1.240165995,5.33,1.32,8,6,2,0.833333333,0,0,0,0,111007.5714,1
MAXIMAL,maximal,A,1.2,1.32,2.578947368,1.216360211,2.56,1.42,7,8,3,14.16666667,0,0,0,0,57631,3
MAXIMUM,maximum,N,1,1.414213562,3.166666667,0.923548145,2.444444444,1.333333333,7,8,3,3.166666667,0,0,0,0,28221.33333,1
MECHANIK,mechanik,N,0.3,0.948683298,2.294117647,0.919558718,4.666666667,1.322875656,8,7,3,3.333333333,0,0,0,0,205987.5714,2
MEDAILLE,medaille,N,1.6,0.966091783,2.888888889,1.022619985,6.222222222,1.201850425,8,7,3,11.66666667,0,0,0,0,89604.28571,2
MEDIZIN,medizin,N,1.4,0.843274043,2.833333333,1.294785924,4.666666667,1.414213562,7,7,3,45,0,0,0,0,144917.6667,3
MEER,meer,N,1.8,1.032795559,2.666666667,1.533929978,6.555555556,0.527046277,4,3,1,69.66666667,4,883,1,811.17,540554,1
MEHRHEIT,mehrheit,N,0.5,0.527046277,2.470588235,1.124591429,3,1.658312395,8,6,2,86.33333333,0,0,0,0,204030.2857,1
MEIDEN,meiden,V,-1.1,0.32,3,1.201850425,3.11,1.05,6,5,2,6.666666667,7,4190,6,2991,550116.2,1
MEINEID,meineid,N,-1.8,0.632455532,3.375,0.885061203,2.444444444,1.333333333,7,5,2,2.166666667,0,0,0,0,360383,1
MEINEN,meinen,V,0.558823529,0.927400292,2.315789474,1.056862841,1.884615385,0.993052791,6,5,2,498.5,3,60,0,0,508545.2,1
MEINUNG,meinung,N,1.5,1.08012345,2.666666667,0.84016805,2.555555556,1.236033081,7,5,2,244.1666667,0,0,0,0,324756.1667,1
MEISE,meise,N,0.6,0.88257995,1.857142857,0.963624112,4.63636364,1.76055875,5,4,2,0.666666667,7,580.67,7,580.67,307111.75,1
MEISTER,meister,N,1.1,1.100504935,2.777777778,1.060274967,4.333333333,1.58113883,7,6,2,91.16666667,0,0,0,0,480584.8333,1
MEISTERN,meistern,V,1.5,0.71,2.944444444,0.998364676,3.22,1.48,8,7,2,13.83333333,1,9,0,0,419199,1
MELDEN,melden,V,0.088235294,0.965076447,2.285714286,1.055597326,3.692307692,1.849740106,6,6,2,124,3,9.83,0,0,451685.2,1
MELODIE,melodie,N,1.7,0.823272602,2.235294118,1.30045241,3.555555556,1.589898669,7,6,3,17.16666667,1,0,0,0,113430.5,3
MELODRAM,melodram,N,-0.9,0.875595036,3.619047619,1.07126983,2.777777778,1.855921454,8,8,3,0.5,0,0,0,0,69194.85714,3
MELONE,melone,N,1.82,0.91,2.27,1.12,6.41,0.8,6,6,3,2.83,0,0,0,0,122751.4,2
MENGE,menge,N,-0.2,0.69585237,2.722222222,1.074055292,2.59090909,1.5324767,5,4,2,85.66666667,1,0,0,0,415739.25,1
MENSA,mensa,N,-0.05,1.43178211,2,1.028991511,5.68181818,1.58524036,5,5,2,1.166666667,0,0,0,0,323372.5,1
MENSCH,mensch,N,1.6,1.0749677,2.722222222,1.127493605,5.888888889,1.166666667,6,4,1,1068.833333,0,0,0,0,448392.4,1
MENSCHHEIT,menschheit,N,0.941176471,1.41295256,3.210526316,0.917662935,4.307692308,1.715091386,10,7,2,95,0,0,0,0,367421.5556,1
MENTOR,mentor,N,1,0.942809042,1.894736842,0.737468406,2.666666667,0.866025404,6,6,2,1.5,0,0,0,0,280126,1
MEPHISTO,mephisto,N,-0.4,1.577621275,3.5,0.785905248,3.666666667,2,8,7,3,1.333333333,0,0,0,0,83470,2
MERKMAL,merkmal,N,0,0,2.5,0.730296743,2.666666667,1.322875656,7,7,2,23,0,0,0,0,315088.3333,1
MESSER,messer,N,-0.6,1.39170475,3.476190476,1.123345344,5.90909091,1.30599682,6,5,2,16.66666667,2,179.83,2,179.83,437658.2,1
METALL,metall,N,-0.05,0.88704121,2.65,1.225818738,3.72727273,1.85631017,6,5,2,56.66666667,0,0,0,0,112305.8,2
METER,meter,N,0.15,0.48936048,2.157894737,0.958190302,3.5,1.56600797,5,5,2,209.5,3,107.33,0,0,491297.75,1
METZGER,metzger,N,-0.5,1.354006401,3.333333333,1.084652289,6.333333333,0.866025404,7,6,2,4,1,0.17,0,0,343389,1
MEUTE,meute,N,-1.25,1.1641577,3.444444444,0.983524408,3.40909091,1.84285211,5,4,2,3.666666667,3,650.33,3,650.33,126944.75,1
MEUTEREI,meuterei,N,-1.6,0.699205899,3.647058824,0.931475742,5.888888889,0.78173596,8,6,3,1.666666667,1,0.33,0,0,408076.1429,3
MEUTERN,meutern,V,-1.8,0.63,3.789473684,0.787326515,4.89,1.17,7,6,2,0.5,0,0,0,0,341037,1
MICKRIG,mickrig,A,-1.1,0.57,2.210526316,1.228320776,3.22,1.72,7,6,2,0.5,0,0,0,0,109213,1
MIENE,miene,N,0.55,0.75915465,2.904761905,1.091089451,4.18181818,1.76301591,5,4,2,13.66666667,3,40.33,1,33.17,403288,1
MIES,mies,A,-2,0.67,3.555555556,1.096637761,2.78,1.39,4,3,1,3.333333333,2,31,1,30,191384,1
MIETE,miete,N,-1.35,1.08942283,2.473684211,1.073334423,2.36363636,1.36435767,5,4,2,33.16666667,3,148.17,1,132.83,187032.25,1
MIETEN,mieten,V,-0.4,0.84,2.5,1.192079121,2.33,1.12,6,5,2,8.5,6,1540,3,1155,356469,1
MIETER,mieter,N,-0.3,0.823272602,2.368421053,0.955133866,3.888888889,1.269295518,6,5,2,11.16666667,3,20.5,1,11.33,447137.6,1
MIETZINS,mietzins,N,-1.2,0.918936583,2.833333333,1.294785924,2.333333333,0.866025404,8,7,2,0.666666667,0,0,0,0,174406.2857,1
MIKADO,mikado,N,0.82,1.18,2.59,1.33,5.05,1.76,6,6,3,0.33,0,0,0,0,39305.8,2
MIKROFON,mikrofon,N,0.59,1.14,2.82,1.33,5.82,1.18,8,8,3,5.17,0,0,0,0,55718,3
MILCH,milch,N,1.5,1.08012345,1.666666667,0.685994341,6.666666667,0.707106781,5,4,1,42.5,1,2.17,0,0,232824.75,1
MILCHBAR,milchbar,N,1.1,0.994428926,1.833333333,0.707106781,5.111111111,1.054092553,8,7,2,1.166666667,0,0,0,0,151587.2857,1
MILD,mild,A,1.1,0.32,1.578947368,1.070606758,2.56,1.51,4,4,1,23.33333333,5,2109,3,1769,58457.66667,1
MILIEU,milieu,N,-0.8,0.632455532,2.526315789,0.964274111,3.111111111,0.927960727,6,5,2,6.5,0,0,0,0,135611,3
MILITANT,militant,A,-2,0.67,3.611111111,0.849836586,4.89,0.93,8,8,3,3.333333333,0,0,0,0,136534.4286,3
MILIZ,miliz,N,-1.95,1.09904265,3.722222222,1.227410261,2.90909091,1.97385508,5,5,2,0.666666667,0,0,0,0,83316.75,2
MILLION,million,N,1.5,1.08012345,3.277777778,1.227410261,3.111111111,1.900292375,7,6,3,390.1666667,1,1.33,0,0,104451.8333,3
MIMIK,mimik,N,0.75,0.91046547,3.285714286,1.146423008,4.27272727,1.69542292,5,5,2,1.166666667,0,0,0,0,65041,1
MIMOSE,mimose,N,-1.5,0.971825316,2.526315789,1.172292202,3.777777778,2.108185107,6,6,3,0.5,2,0,0,0,97898.2,2
MINDER,minder,V,-0.9,0.57,1.947368421,1.129094239,1.44,0.73,6,6,2,19.5,2,24,0,0,684364.6,1
MINE,mine,N,-0.7,1.059349905,3.142857143,1.276154939,5.555555556,1.130388331,4,4,2,6.833333333,3,1.67,0,0,286293,1
MINIGOLF,minigolf,N,0.4,1.264911064,1.777777778,0.732084498,6.444444444,0.881917104,8,8,3,0.833333333,0,0,0,0,140039.4286,1
MINIMAL,minimal,A,-0.3,0.67,2.388888889,0.916443823,2.44,1.67,7,7,3,4.666666667,0,0,0,0,175204.6667,3
MINIMUM,minimum,N,-0.6,0.966091783,2.285714286,0.845154255,2.444444444,1.878237945,7,7,3,8.833333333,0,0,0,0,145795,1
MINIROCK,minirock,N,1.2,0.918936583,2.888888889,0.963381843,6.222222222,0.666666667,8,7,3,2.166666667,0,0,0,0,136041.7143,1
MINISTER,minister,N,-0.1,0.875595036,2.277777778,0.95828005,4.555555556,1.013793755,8,8,3,178,0,0,0,0,416721.7143,2
MINUS,minus,N,-1,0.67,3.052631579,1.35292622,3.56,2.51,5,5,2,27.5,1,1,0,0,202524.25,1
MINUTE,minute,N,0.029411765,0.869876136,2.277777778,0.894792487,3.769230769,2.141171498,6,6,3,238,0,0,0,0,208347.6,2
